GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
3198	3.38e-04	8.81e-05	0.267	-3.921098	-1.0454546	150.99	HOXA1	homeobox A1
105375957	3.38e-04	8.83e-05	0.514	-3.920766	-2.0161311	33.93	LOC105375957	uncharacterized LOC105375957
57091	3.40e-04	8.87e-05	0.257	-3.919546	-1.0062481	814.75	CASS4	Cas scaffold protein family member 4
100874322	3.40e-04	8.87e-05	0.765	3.919592	2.9993859	12.92	BACH1-IT2	BACH1 intronic transcript 2
9179	3.40e-04	8.89e-05	0.274	-3.919019	-1.0723697	523.37	AP4M1	adaptor related protein complex 4 subunit mu 1
6472	3.41e-04	8.92e-05	0.198	-3.91831	-0.7774585	3647.42	SHMT2	serine hydroxymethyltransferase 2
57107	3.42e-04	8.94e-05	0.287	-3.917656	-1.1237293	1109.81	PDSS2	decaprenyl diphosphate synthase subunit 2
7059	3.43e-04	8.97e-05	0.287	3.916787	1.1259807	1576.92	THBS3	thrombospondin 3
105378828	3.44e-04	8.99e-05	0.401	3.916404	1.5713185	119.81	CLCA4-AS1	CLCA4 antisense RNA 1
221833	3.46e-04	9.04e-05	1.099	3.914936	4.3023191	8.99	SP8	Sp8 transcription factor
100505549	3.46e-04	9.06e-05	0.323	3.914577	1.2652575	252.26	ATP8B1-AS1	ATP8B1 antisense RNA 1
57541	3.46e-04	9.06e-05	0.305	-3.914366	-1.1924661	733.76	ZNF398	zinc finger protein 398
4670	3.48e-04	9.10e-05	0.204	3.913321	0.7980427	16942.46	HNRNPM	heterogeneous nuclear ribonucleoprotein M
11152	3.49e-04	9.13e-05	0.281	3.912604	1.0999672	1733.99	WDR45	WD repeat domain 45
785	3.50e-04	9.17e-05	0.388	-3.911663	-1.5196724	119.88	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
7291	3.50e-04	9.17e-05	0.374	3.911677	1.4634793	1246.55	TWIST1	twist family bHLH transcription factor 1
105371723	3.51e-04	9.19e-05	0.847	-3.910913	-3.3106727	12.72	LOC105371723	uncharacterized LOC105371723
23786	3.52e-04	9.23e-05	0.263	3.909996	1.0284255	6062.06	BCL2L13	BCL2 like 13
26043	3.53e-04	9.24e-05	0.217	-3.909847	-0.8499147	3506.13	UBXN7	UBX domain protein 7
123	3.53e-04	9.24e-05	0.464	-3.909649	-1.8149305	8215.19	PLIN2	perilipin 2
149041	3.53e-04	9.25e-05	0.211	3.909534	0.8256986	4662.43	RC3H1	ring finger and CCCH-type domains 1
6838	3.53e-04	9.25e-05	0.272	-3.909455	-1.0626383	1076.11	SURF6	surfeit 6
110091775	3.53e-04	9.25e-05	0.306	-3.909456	-1.1978766	358.52	CFAP298-TCP10L	CFAP298-TCP10L readthrough
56155	3.53e-04	9.25e-05	0.58	3.909397	2.2677221	26.25	TEX14	testis expressed 14, intercellular bridge forming factor
27300	3.53e-04	9.26e-05	0.312	-3.909322	-1.2198247	358.44	ZNF544	zinc finger protein 544
5224	3.53e-04	9.27e-05	0.332	3.909014	1.2994819	381.87	PGAM2	phosphoglycerate mutase 2
100506581	3.53e-04	9.27e-05	0.446	-3.909026	-1.7428189	40.92	C16orf95	chromosome 16 open reading frame 95
4843	3.53e-04	9.27e-05	0.967	3.908992	3.7794545	59.17	NOS2	nitric oxide synthase 2
84975	3.53e-04	9.27e-05	0.176	-3.908835	-0.6885357	1217.37	MFSD5	major facilitator superfamily domain containing 5
55225	3.54e-04	9.29e-05	0.376	3.90832	1.4691224	330.58	RAVER2	ribonucleoprotein, PTB binding 2
64756	3.55e-04	9.31e-05	0.227	-3.907806	-0.886801	888.92	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
105375816	3.55e-04	9.32e-05	0.483	3.907766	1.8870796	32.52	LOC105375816	putative coiled-coil domain-containing protein 144C
100750247	3.56e-04	9.34e-05	0.559	3.907054	2.1825268	4742.02	HIF1A-AS2	HIF1A antisense RNA 2
55803	3.56e-04	9.36e-05	0.295	-3.906715	-1.1519006	4510.53	ADAP2	ArfGAP with dual PH domains 2
57482	3.56e-04	9.36e-05	0.448	3.906554	1.7485463	254.08	CRACD	capping protein inhibiting regulator of actin dynamics
51466	3.57e-04	9.38e-05	0.248	-3.906181	-0.9706004	5112.74	EVL	Enah/Vasp-like
100506358	3.57e-04	9.38e-05	0.558	3.906079	2.1788651	64.07	LOC100506358	uncharacterized LOC100506358
728780	3.57e-04	9.39e-05	0.563	3.905912	2.197223	21.93	ANKDD1B	ankyrin repeat and death domain containing 1B
105375669	3.57e-04	9.40e-05	0.638	3.90558	2.4927959	21.98	LOC105375669	uncharacterized LOC105375669
644090	3.59e-04	9.45e-05	0.975	3.904173	3.8052114	23.43	PRKAG2-AS2	PRKAG2 antisense RNA 2
489	3.60e-04	9.46e-05	0.309	-3.904016	-1.2078919	1165.85	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
91408	3.60e-04	9.48e-05	0.245	-3.90349	-0.9568488	2359.96	BTF3L4	basic transcription factor 3 like 4
5601	3.61e-04	9.49e-05	0.176	-3.903228	-0.6879391	2183.73	MAPK9	mitogen-activated protein kinase 9
23042	3.62e-04	9.53e-05	0.238	-3.902212	-0.930467	5152.04	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
64856	3.63e-04	9.55e-05	0.523	-3.901764	-2.0405216	26.5	VWA1	von Willebrand factor A domain containing 1
3344	3.63e-04	9.55e-05	0.393	3.901792	1.5321238	6411.79	FOXN2	forkhead box N2
283624	3.63e-04	9.55e-05	0.44	3.901733	1.7169911	667.85	LINC00641	long intergenic non-protein coding RNA 641
6789	3.63e-04	9.57e-05	0.217	3.901246	0.8449289	12044.59	STK4	serine/threonine kinase 4
79415	3.64e-04	9.60e-05	0.232	3.900446	0.9044836	5292.32	CYBC1	cytochrome b-245 chaperone 1
5973	3.66e-04	9.65e-05	0.279	-3.899276	-1.0879325	1799.03	RENBP	renin binding protein
10248	3.66e-04	9.66e-05	0.241	-3.899044	-0.9403489	445.31	POP7	POP7 homolog, ribonuclease P/MRP subunit
139818	3.67e-04	9.67e-05	0.384	-3.898622	-1.4977359	2473.01	DOCK11	dedicator of cytokinesis 11
54903	3.69e-04	9.74e-05	0.221	-3.896981	-0.8625026	334.23	MKS1	MKS transition zone complex subunit 1
5859	3.69e-04	9.74e-05	0.196	-3.896872	-0.7624685	6262.52	QARS1	glutaminyl-tRNA synthetase 1
9424	3.69e-04	9.74e-05	0.234	-3.89688	-0.9101379	1398.19	KCNK6	potassium two pore domain channel subfamily K member 6
100128770	3.69e-04	9.75e-05	0.956	3.896753	3.7236632	10.34	LOC100128770	uncharacterized LOC100128770
10297	3.70e-04	9.76e-05	0.244	-3.896593	-0.9522308	285.13	APC2	APC regulator of WNT signaling pathway 2
2967	3.71e-04	9.80e-05	0.291	3.895562	1.1348096	3177.28	GTF2H3	general transcription factor IIH subunit 3
5095	3.72e-04	9.81e-05	0.355	-3.895202	-1.3824318	1057.11	PCCA	propionyl-CoA carboxylase subunit alpha
105373853	3.73e-04	9.84e-05	0.532	3.894547	2.0711904	73.57	MYOSLID	myocardin-induced smooth muscle lncRNA, inducer of differentiation
221481	3.73e-04	9.84e-05	0.838	3.894448	3.2641126	12.21	ARMC12	armadillo repeat containing 12
9133	3.77e-04	9.96e-05	0.374	-3.891638	-1.4543779	932.25	CCNB2	cyclin B2
445347	3.78e-04	9.98e-05	0.591	3.891128	2.2999641	236.91	TARP	TCR gamma alternate reading frame protein
29101	3.78e-04	9.99e-05	0.253	-3.890825	-0.9846117	2013.9	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
100189365	3.79e-04	1.00e-04	0.702	3.889995	2.7301328	18.93	TRR-CCG1-1	tRNA-Arg (anticodon CCG) 1-1
1232	3.80e-04	1.00e-04	0.518	-3.88973	-2.0150068	27.33	CCR3	C-C motif chemokine receptor 3
158219	3.82e-04	1.01e-04	0.336	3.888379	1.3081259	5357.61	TTC39B	tetratricopeptide repeat domain 39B
23522	3.82e-04	1.01e-04	0.214	-3.888399	-0.8330765	895.57	KAT6B	lysine acetyltransferase 6B
101927550	3.86e-04	1.02e-04	0.243	3.885507	0.9423173	395.99	LOC101927550	uncharacterized LOC101927550
100507472	3.86e-04	1.02e-04	0.327	-3.885361	-1.2694709	94.83	LOC100507472	uncharacterized LOC100507472
80095	3.87e-04	1.02e-04	0.227	-3.884975	-0.880882	367.94	ZNF606	zinc finger protein 606
105377180	3.87e-04	1.03e-04	0.246	-3.884423	-0.953921	150.04	LINC02008	long intergenic non-protein coding RNA 2008
100289187	3.87e-04	1.03e-04	0.256	3.884467	0.9957138	1494.52	TMEM225B	transmembrane protein 225B
1432	3.88e-04	1.03e-04	0.226	-3.884249	-0.8796761	6914.26	MAPK14	mitogen-activated protein kinase 14
7099	3.89e-04	1.03e-04	0.32	3.883663	1.242138	10922.01	TLR4	toll like receptor 4
286495	3.89e-04	1.03e-04	0.392	-3.883243	-1.5207554	136.34	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1
105375822	3.91e-04	1.04e-04	0.522	-3.882192	-2.0271743	81.43	LINC02947	long intergenic non-protein coding RNA 2947
105372797	3.92e-04	1.04e-04	0.752	3.881417	2.9182409	12.44	LOC105372797	uncharacterized LOC105372797
29990	3.95e-04	1.05e-04	0.23	3.879568	0.8924115	574.39	PILRB	paired immunoglobin like type 2 receptor beta
110117499	3.96e-04	1.05e-04	0.312	3.879096	1.210503	564.98	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
107986477	3.96e-04	1.05e-04	0.441	3.878841	1.709909	91.16	LOC107986477	replaced by ID 6793
107985400	3.96e-04	1.05e-04	0.608	3.878809	2.3578185	19.54	LOC107985400	uncharacterized LOC107985400
6616	3.98e-04	1.05e-04	0.578	3.877621	2.2412645	198.21	SNAP25	synaptosome associated protein 25
2317	3.99e-04	1.06e-04	0.392	-3.877059	-1.5187415	6812.93	FLNB	filamin B
84808	3.99e-04	1.06e-04	0.488	3.876538	1.8904514	24.49	PERM1	PPARGC1 and ESRR induced regulator, muscle 1
137886	4.00e-04	1.06e-04	0.252	-3.876286	-0.9754557	4094.42	UBXN2B	UBX domain protein 2B
102723701	4.00e-04	1.06e-04	0.475	-3.876121	-1.8402513	191.61	LOC102723701	uncharacterized LOC102723701
101929272	4.00e-04	1.06e-04	0.526	3.876065	2.0388711	90.37	DTNB-AS1	DTNB antisense RNA 1
402415	4.00e-04	1.06e-04	0.628	-3.875898	-2.4345715	24.51	XKRX	XK related X-linked
101927136	4.01e-04	1.06e-04	1.068	-3.875369	-4.1387761	13.69	LOC101927136	uncharacterized LOC101927136
644538	4.03e-04	1.07e-04	0.498	-3.874302	-1.9280859	94.45	SMIM10	small integral membrane protein 10
400604	4.04e-04	1.07e-04	0.45	-3.873668	-1.7412455	32.07	TOB1-AS1	TOB1 antisense RNA 1
146198	4.04e-04	1.07e-04	0.219	-3.873611	-0.8476653	920.04	ZFP90	ZFP90 zinc finger protein
401494	4.04e-04	1.07e-04	0.358	-3.87339	-1.384891	3199.37	HACD4	3-hydroxyacyl-CoA dehydratase 4
79661	4.04e-04	1.07e-04	0.213	3.873327	0.8247963	1202.61	NEIL1	nei like DNA glycosylase 1
404550	4.04e-04	1.07e-04	0.836	-3.873075	-3.2385517	16.28	C16orf74	chromosome 16 open reading frame 74
105379524	4.04e-04	1.08e-04	0.459	3.872876	1.7783061	29.52	LOC105379524	uncharacterized LOC105379524
90007	4.07e-04	1.08e-04	0.303	3.871485	1.1713724	5211.38	MIDN	midnolin
3964	4.08e-04	1.09e-04	0.202	3.870432	0.7821984	8600.27	LGALS8	galectin 8
11035	4.09e-04	1.09e-04	0.289	3.869849	1.1170866	1316.56	RIPK3	receptor interacting serine/threonine kinase 3
56203	4.11e-04	1.09e-04	0.581	3.868577	2.2472503	20.73	LMOD3	leiomodin 3
8879	4.13e-04	1.10e-04	0.295	-3.867503	-1.1413051	5424.24	SGPL1	sphingosine-1-phosphate lyase 1
5906	4.13e-04	1.10e-04	0.224	-3.86722	-0.8654056	10706.99	RAP1A	RAP1A, member of RAS oncogene family
4326	4.14e-04	1.10e-04	0.271	-3.86659	-1.0459982	552.46	MMP17	matrix metallopeptidase 17
875	4.15e-04	1.10e-04	0.318	-3.866469	-1.2292509	1132.63	CBS	cystathionine beta-synthase
90134	4.15e-04	1.11e-04	0.672	3.866081	2.5984751	15.35	KCNH7	potassium voltage-gated channel subfamily H member 7
79682	4.17e-04	1.11e-04	0.31	-3.865234	-1.1999942	887.94	CENPU	centromere protein U
51368	4.17e-04	1.11e-04	0.263	-3.865072	-1.0174688	1530.65	TEX264	testis expressed 264, ER-phagy receptor
200298	4.17e-04	1.11e-04	0.513	3.865097	1.9841983	191.44	LINC00528	long intergenic non-protein coding RNA 528
25790	4.18e-04	1.11e-04	0.523	3.864496	2.0200457	29.36	CFAP45	cilia and flagella associated protein 45
1058	4.18e-04	1.11e-04	0.426	-3.864199	-1.6459437	302.23	CENPA	centromere protein A
100507392	4.18e-04	1.11e-04	0.413	-3.864227	-1.5976126	94.6	SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA
84247	4.21e-04	1.12e-04	0.402	-3.862513	-1.553684	2230.9	RTL6	retrotransposon Gag like 6
105369714	4.22e-04	1.12e-04	0.593	3.861967	2.2908868	23.88	LOC105369714	uncharacterized LOC105369714
105369312	4.22e-04	1.13e-04	0.589	3.861896	2.2734906	62.8	LOC105369312	
6729	4.22e-04	1.13e-04	0.178	3.861489	0.6878691	4379.06	SRP54	signal recognition particle 54
203062	4.23e-04	1.13e-04	0.337	-3.861018	-1.3018297	290.43	TSNARE1	t-SNARE domain containing 1
8178	4.23e-04	1.13e-04	0.219	3.860679	0.843752	2162.96	ELL	elongation factor for RNA polymerase II
23211	4.24e-04	1.13e-04	0.204	3.860074	0.7883194	5432.75	ZC3H4	zinc finger CCCH-type containing 4
56605	4.25e-04	1.14e-04	0.304	3.859461	1.1726681	3377.63	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
8301	4.26e-04	1.14e-04	0.222	3.85917	0.8581959	20131.82	PICALM	phosphatidylinositol binding clathrin assembly protein
147650	4.26e-04	1.14e-04	0.406	3.858839	1.5657796	792.25	SPACA6	sperm acrosome associated 6
9267	4.29e-04	1.15e-04	0.27	3.857237	1.0405496	6698.21	CYTH1	cytohesin 1
23190	4.32e-04	1.15e-04	0.239	3.85557	0.922246	11618.42	UBXN4	UBX domain protein 4
55486	4.33e-04	1.16e-04	0.264	-3.854844	-1.0164486	2456.47	PARL	presenilin associated rhomboid like
79959	4.33e-04	1.16e-04	0.234	-3.85488	-0.9021946	384.64	CEP76	centrosomal protein 76
100049716	4.35e-04	1.16e-04	0.372	-3.853802	-1.4337522	422.52	NINJ2-AS1	NINJ2 antisense RNA 1
9289	4.35e-04	1.16e-04	0.42	-3.853714	-1.6175494	66.23	ADGRG1	adhesion G protein-coupled receptor G1
112267866	4.35e-04	1.16e-04	0.494	3.853538	1.9043622	29.54	LOC112267866	
30846	4.36e-04	1.17e-04	0.253	-3.853089	-0.9753788	1514.6	EHD2	EH domain containing 2
57120	4.36e-04	1.17e-04	0.23	3.852879	0.8877295	6330.54	GOPC	golgi associated PDZ and coiled-coil motif containing
7957	4.36e-04	1.17e-04	0.235	-3.852709	-0.9052136	510.63	EPM2A	EPM2A glucan phosphatase, laforin
56113	4.37e-04	1.17e-04	0.411	-3.852475	-1.5835074	191.04	PCDHGA2	protocadherin gamma subfamily A, 2
2918	4.37e-04	1.17e-04	0.527	3.85225	2.031447	36.99	GRM8	glutamate metabotropic receptor 8
284194	4.37e-04	1.17e-04	0.503	-3.852301	-1.9373452	106.56	LGALS9B	galectin 9B
65078	4.37e-04	1.17e-04	0.501	-3.852242	-1.929074	90.83	RTN4R	reticulon 4 receptor
84236	4.37e-04	1.17e-04	0.229	3.851894	0.8817589	2250.81	RHBDD1	rhomboid domain containing 1
729096	4.39e-04	1.18e-04	0.337	3.850825	1.2970486	245.93	BMS1P4	BMS1 pseudogene 4
11129	4.39e-04	1.18e-04	0.205	3.850813	0.7901858	2238.34	CLASRP	CLK4 associating serine/arginine rich protein
23353	4.39e-04	1.18e-04	0.222	-3.850754	-0.8551363	1990.14	SUN1	Sad1 and UNC84 domain containing 1
100129196	4.40e-04	1.18e-04	0.379	3.85022	1.4603454	51	MATN1-AS1	MATN1 antisense RNA 1
100130855	4.40e-04	1.18e-04	0.253	-3.850109	-0.9727369	182.77	USP3-AS1	USP3 antisense RNA 1
121227	4.41e-04	1.18e-04	0.431	3.849499	1.660417	232.36	LRIG3	leucine rich repeats and immunoglobulin like domains 3
65987	4.41e-04	1.18e-04	0.708	3.849376	2.7262654	17.73	KCTD14	potassium channel tetramerization domain containing 14
53826	4.42e-04	1.19e-04	0.666	3.848933	2.5629058	1507.32	FXYD6	FXYD domain containing ion transport regulator 6
105370401	4.44e-04	1.19e-04	0.676	-3.847979	-2.6024697	28.7	TRD-AS1	TRD antisense RNA 1
201973	4.44e-04	1.19e-04	0.2	-3.847849	-0.770258	703.67	PRIMPOL	primase and DNA directed polymerase
84174	4.44e-04	1.19e-04	0.277	3.847822	1.0677615	759.62	SLA2	Src like adaptor 2
100130581	4.44e-04	1.19e-04	0.276	-3.847653	-1.0614948	133.8	LINC00910	long intergenic non-protein coding RNA 910
138162	4.46e-04	1.20e-04	0.426	-3.846709	-1.6368383	34.86	PIERCE1	piercer of microtubule wall 1
5800	4.46e-04	1.20e-04	0.408	-3.846561	-1.5710812	1737.22	PTPRO	protein tyrosine phosphatase receptor type O
2177	4.47e-04	1.20e-04	0.224	-3.846068	-0.8616346	2442.64	FANCD2	FA complementation group D2
84262	4.47e-04	1.20e-04	0.247	-3.846055	-0.9486689	603.31	PSMG3	proteasome assembly chaperone 3
6016	4.47e-04	1.20e-04	0.228	3.845767	0.8776797	6194.59	RIT1	Ras like without CAAX 1
441518	4.47e-04	1.20e-04	0.319	-3.845672	-1.2268899	279.19	RTL8B	retrotransposon Gag like 8B
166378	4.50e-04	1.21e-04	0.291	-3.844088	-1.1177222	285.62	SPATA5	spermatogenesis associated 5
4744	4.51e-04	1.21e-04	0.314	-3.84351	-1.2051347	2021.48	NEFH	neurofilament heavy chain
1654	4.51e-04	1.21e-04	0.279	3.843227	1.0716364	26287.17	DDX3X	DEAD-box helicase 3 X-linked
105371755	4.54e-04	1.22e-04	0.64	3.841642	2.4576072	22.53	LOC105371755	uncharacterized LOC105371755
100996294	4.55e-04	1.22e-04	0.671	-3.841395	-2.5771196	21.93	LOC100996294	uncharacterized LOC100996294
56062	4.56e-04	1.23e-04	0.625	-3.840819	-2.4008984	118.3	KLHL4	kelch like family member 4
23636	4.56e-04	1.23e-04	0.285	3.840706	1.0932336	8989.9	NUP62	nucleoporin 62
84504	4.57e-04	1.23e-04	0.412	-3.840111	-1.5823718	54.26	NKX6-2	NK6 homeobox 2
56107	4.57e-04	1.23e-04	0.418	-3.839901	-1.6033765	190.04	PCDHGA9	protocadherin gamma subfamily A, 9
105377991	4.57e-04	1.23e-04	1.182	3.839904	4.5376641	10.52	LOC105377991	uncharacterized LOC105377991
84515	4.57e-04	1.23e-04	0.334	-3.839587	-1.2840301	518.31	MCM8	minichromosome maintenance 8 homologous recombination repair factor
105375013	4.58e-04	1.23e-04	0.63	3.839373	2.4171208	22.8	HCG20	HLA complex group 20
80851	4.59e-04	1.24e-04	0.202	-3.838735	-0.7762516	2715.35	SH3BP5L	SH3 binding domain protein 5 like
554236	4.60e-04	1.24e-04	0.495	-3.838204	-1.9007044	46.73	DPY19L2P1	DPY19L2 pseudogene 1
51378	4.60e-04	1.24e-04	0.746	-3.837911	-2.8619314	23.27	ANGPT4	angiopoietin 4
26993	4.60e-04	1.24e-04	0.222	3.837845	0.851322	3151.55	AKAP8L	A-kinase anchoring protein 8 like
101927740	4.63e-04	1.25e-04	0.904	3.836194	3.4670456	21.1	LINC02202	long intergenic non-protein coding RNA 2202
2176	4.64e-04	1.25e-04	0.335	-3.835641	-1.2839103	462.43	FANCC	FA complementation group C
4176	4.64e-04	1.25e-04	0.451	-3.835531	-1.7317346	4363.37	MCM7	minichromosome maintenance complex component 7
10738	4.64e-04	1.25e-04	0.578	3.835405	2.2179433	20.52	RFPL3	ret finger protein like 3
8396	4.65e-04	1.25e-04	0.235	-3.835143	-0.9005386	3922.22	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
56098	4.66e-04	1.26e-04	0.408	-3.834419	-1.5657623	193.96	PCDHGC4	protocadherin gamma subfamily C, 4
101927655	4.66e-04	1.26e-04	0.213	3.834365	0.8153057	780.45	ZASP	
117144	4.67e-04	1.26e-04	0.488	-3.8341	-1.8691739	205.44	CATSPER1	cation channel sperm associated 1
23429	4.67e-04	1.26e-04	0.216	3.833672	0.8262624	3724.34	RYBP	RING1 and YY1 binding protein
56114	4.68e-04	1.26e-04	0.42	-3.833382	-1.6082759	192.95	PCDHGA1	protocadherin gamma subfamily A, 1
112268457	4.70e-04	1.27e-04	0.956	3.832046	3.6624009	21.98	LOC112268457	
105369801	4.70e-04	1.27e-04	0.779	3.832083	2.9839006	12.82	LOC105369801	uncharacterized LOC105369801
7761	4.71e-04	1.27e-04	0.57	-3.831286	-2.1832264	24.69	ZNF214	zinc finger protein 214
26995	4.71e-04	1.28e-04	0.357	-3.831234	-1.3690747	842.1	TRUB2	TruB pseudouridine synthase family member 2
152217	4.72e-04	1.28e-04	0.243	-3.831053	-0.9323101	316.08	NCBP2AS2	NCBP2 antisense 2 (head to head)
79923	4.72e-04	1.28e-04	0.752	3.830966	2.8818978	13.33	NANOG	Nanog homeobox
56109	4.73e-04	1.28e-04	0.421	-3.830354	-1.6109508	188.44	PCDHGA6	protocadherin gamma subfamily A, 6
91947	4.80e-04	1.30e-04	0.24	-3.826588	-0.9175195	2433.61	ARRDC4	arrestin domain containing 4
255252	4.81e-04	1.30e-04	0.181	-3.825867	-0.6910957	1689.69	LRRC57	leucine rich repeat containing 57
6358	4.81e-04	1.30e-04	0.89	3.825881	3.4065885	21.91	CCL14	C-C motif chemokine ligand 14
54986	4.81e-04	1.30e-04	0.243	3.825752	0.9313734	209	ULK4	unc-51 like kinase 4
55139	4.82e-04	1.30e-04	0.216	-3.825571	-0.8249405	922.19	ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
56906	4.82e-04	1.31e-04	0.342	-3.82541	-1.30907	196.15	THAP10	THAP domain containing 10
328	4.82e-04	1.31e-04	0.336	-3.825308	-1.2860516	4571.05	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
81025	4.83e-04	1.31e-04	0.616	3.824723	2.3567266	22.24	GJA9	gap junction protein alpha 9
57649	4.86e-04	1.32e-04	0.19	-3.823254	-0.7259106	3154.49	PHF12	PHD finger protein 12
11193	4.86e-04	1.32e-04	0.278	3.822965	1.06253	2147.14	WBP4	WW domain binding protein 4
100132273	4.87e-04	1.32e-04	0.381	-3.822807	-1.458255	66.52	NDUFA6-DT	NDUFA6 divergent transcript
1796	4.89e-04	1.33e-04	0.196	-3.821609	-0.7499015	1622.56	DOK1	docking protein 1
1774	4.91e-04	1.33e-04	0.215	-3.820327	-0.8216519	1343.33	DNASE1L1	deoxyribonuclease 1 like 1
79807	4.92e-04	1.33e-04	0.222	-3.81996	-0.848346	958.03	GSTCD	glutathione S-transferase C-terminal domain containing
105371711	4.92e-04	1.34e-04	0.592	3.819717	2.2631775	20.2	LOC105371711	uncharacterized LOC105371711
107984214	4.93e-04	1.34e-04	0.653	3.819531	2.4960119	23.97	LOC107984214	uncharacterized LOC107984214
338391	4.94e-04	1.34e-04	0.237	3.818944	0.9059172	695.63	H2BP2	H2B histone pseudogene 2
28955	4.95e-04	1.34e-04	0.206	-3.818382	-0.787671	454.24	DEXI	Dexi homolog
157627	4.98e-04	1.35e-04	0.584	-3.816517	-2.2297457	238.08	MIR124-1HG	MIR124-1 host gene
7565	4.99e-04	1.36e-04	0.273	-3.816151	-1.0404992	185.03	ZNF17	zinc finger protein 17
11073	4.99e-04	1.36e-04	0.31	-3.816026	-1.1828592	4352.96	TOPBP1	DNA topoisomerase II binding protein 1
619518	5.01e-04	1.36e-04	0.299	-3.815249	-1.139477	88.99	SSBP3-AS1	SSBP3 antisense RNA 1
883	5.01e-04	1.36e-04	0.358	-3.815221	-1.3659551	103.18	KYAT1	kynurenine aminotransferase 1
2189	5.04e-04	1.37e-04	0.291	-3.813501	-1.1099113	896.32	FANCG	FA complementation group G
105375566	5.05e-04	1.37e-04	0.57	3.812905	2.172769	2655.38	LOC105375566	uncharacterized LOC105375566
23584	5.06e-04	1.37e-04	0.555	-3.81265	-2.1156274	162.56	VSIG2	V-set and immunoglobulin domain containing 2
114826	5.07e-04	1.38e-04	0.302	-3.811925	-1.1513374	438.77	SMYD4	SET and MYND domain containing 4
5875	5.10e-04	1.39e-04	0.25	3.810578	0.951465	1602.5	RABGGTA	Rab geranylgeranyltransferase subunit alpha
286190	5.11e-04	1.39e-04	0.305	-3.809708	-1.162349	283.64	LACTB2-AS1	LACTB2 antisense RNA 1
2589	5.13e-04	1.40e-04	0.2	-3.808962	-0.7627531	4369.76	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
9700	5.14e-04	1.40e-04	0.257	-3.808459	-0.9782026	886.7	ESPL1	extra spindle pole bodies like 1, separase
144809	5.15e-04	1.40e-04	0.439	3.808023	1.6734029	121.93	FAM216B	family with sequence similarity 216 member B
106480334	5.15e-04	1.40e-04	0.42	3.808029	1.5987769	72.08	BMS1P22	BMS1 pseudogene 22
65080	5.15e-04	1.40e-04	0.228	3.807722	0.8667423	2717.38	MRPL44	mitochondrial ribosomal protein L44
55349	5.19e-04	1.41e-04	0.805	-3.805821	-3.0629006	19.87	CHDH	choline dehydrogenase
4017	5.19e-04	1.41e-04	0.464	3.805855	1.7652133	113.26	LOXL2	lysyl oxidase like 2
151649	5.21e-04	1.42e-04	0.314	3.804949	1.1957593	724.14	PP2D1	protein phosphatase 2C like domain containing 1
107985874	5.21e-04	1.42e-04	0.846	3.804882	3.2204891	10.43	LOC107985874	
440456	5.21e-04	1.42e-04	0.317	3.804761	1.2055854	1320.34	PLEKHM1P1	pleckstrin homology and RUN domain containing M1 pseudogene 1
3750	5.22e-04	1.42e-04	0.361	3.804346	1.3728778	171.65	KCND1	potassium voltage-gated channel subfamily D member 1
11133	5.22e-04	1.42e-04	0.307	3.804194	1.1662362	553.33	KPTN	kaptin, actin binding protein
26499	5.23e-04	1.43e-04	0.532	-3.803595	-2.0248816	29.28	PLEK2	pleckstrin 2
80204	5.24e-04	1.43e-04	0.36	3.802993	1.3704886	7247.25	FBXO11	F-box protein 11
105375355	5.24e-04	1.43e-04	0.651	3.802773	2.4740399	46.47	UPK3B	uroplakin 3B
124402	5.30e-04	1.45e-04	0.249	-3.800188	-0.9471509	477.69	UBALD1	UBA like domain containing 1
55568	5.30e-04	1.45e-04	0.19	-3.800096	-0.7204877	1600.95	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
55193	5.31e-04	1.45e-04	0.279	3.799578	1.0607678	5926	PBRM1	polybromo 1
646851	5.32e-04	1.45e-04	0.459	-3.799181	-1.7449527	35.9	FAM227A	family with sequence similarity 227 member A
2850	5.32e-04	1.45e-04	0.409	-3.798993	-1.5550666	129.46	GPR27	G protein-coupled receptor 27
10038	5.32e-04	1.45e-04	0.256	-3.798934	-0.9732969	1134.21	PARP2	poly(ADP-ribose) polymerase 2
5154	5.35e-04	1.46e-04	0.579	3.79762	2.1978339	3570.44	PDGFA	platelet derived growth factor subunit A
8455	5.35e-04	1.46e-04	0.271	-3.797649	-1.0274456	2775.79	ATRN	attractin
